Name,Code,Latitude,Longitude,Easting,Northing,Elevation,Plot
3,1-01-(01),31.47520239,-96.88563972,700864.045,3484203.886,138.997,101
4,1-01-(02),31.47524963,-96.885624,700869.119,3484209.152,139.102,101
5,1-01-(03),31.47523021,-96.88557104,700867.79,3484207.096,139.025,101
6,1-01-(04),31.47518305,-96.88558608,700864.56,3484201.84,138.923,101
7,1-02-(01),31.47526855,-96.88561816,700865.942,3484211.26,139.169,102
8,1-02-(02),31.47531603,-96.88560254,700871.07,3484216.553,139.227,102
9,1-02-(03),31.47529663,-96.88554901,700869.727,3484214.5,139.145,102
10,1-02-(04),31.47524897,-96.88556422,700866.524,3484209.188,139.042,102
11,1-03-(01),31.47533432,-96.88559601,700867.942,3484218.593,139.296,103
12,1-03-(02),31.4753818,-96.88558001,700873.078,3484223.886,139.393,103
13,1-03-(03),31.47536272,-96.88552639,700871.645,3484221.869,139.286,103
14,1-03-(04),31.47531443,-96.88554256,700868.493,3484216.486,139.212,103
15,1-04 (01),31.47540049,-96.8855738,700869.881,3484225.97,139.443,104
16,1-04 (02),31.47544772,-96.88555813,700874.965,3484231.235,139.545,104
17,1-04 (03),31.47542905,-96.88550504,700873.595,3484229.262,139.437,104
18,1-04 (04),31.47538101,-96.88552054,700869.757,3484223.907,139.3,104
19,1-05 (01),31.47517499,-96.88556557,700871.085,3484200.984,138.871,105
20,1-05 (02),31.47522286,-96.88555051,700876.158,3484206.319,139.022,105
21,1-05 (03),31.47520342,-96.88549756,700874.863,3484204.261,138.959,105
22,1-05 (04),31.47515637,-96.88551225,700871.718,3484199.017,138.848,105
23,1-06-(01),31.47524193,-96.88554342,700873.074,3484208.446,139.042,106
24,1-06-(02),31.47528908,-96.88552809,700878.159,3484213.702,139.136,106
25,1-06-(03),31.47526966,-96.88547501,700876.76,3484211.646,139.056,106
26,1-06-(04),31.47522298,-96.88549078,700873.625,3484206.441,138.955,106
27,1-07-(01),31.47530745,-96.88552188,700875.053,3484215.749,139.165,107
28,1-07-(02),31.47535574,-96.88550576,700880.139,3484221.133,139.272,107
29,1-07-(03),31.47533577,-96.88545269,700878.69,3484219.016,139.183,107
30,1-07-(04),31.47528784,-96.88546901,700875.56,3484213.672,139.059,107
31,1-08 (01),31.47537375,-96.88550002,700876.989,3484223.14,139.286,108
32,1-08 (02),31.47542181,-96.8854839,700882.057,3484228.498,139.421,108
33,1-08 (03),31.47540247,-96.885431,700880.673,3484226.451,139.298,108
34,1-08 (04),31.47535438,-96.88544665,700876.838,3484221.09,139.208,108
35,1-09-(01),31.4751491,-96.88549163,700878.177,3484198.249,138.826,109
36,1-09-(02),31.47519587,-96.88547648,700883.275,3484203.462,138.931,109
37,1-09-(03),31.47517665,-96.88542326,700881.949,3484201.429,138.858,109
38,1-09-(04),31.47512898,-96.88543829,700878.759,3484196.116,138.76,109
39,1-10-(01),31.47521524,-96.88546992,700880.146,3484205.622,138.939,110
40,1-10-(02),31.47526239,-96.88545426,700885.2,3484210.878,139.035,110
41,1-10-(03),31.47524308,-96.88540151,700883.832,3484208.834,138.945,110
42,1-10-(04),31.47519536,-96.88541698,700880.706,3484203.515,138.863,110
43,1-11-(01),31.47528082,-96.88544796,700882.079,3484212.932,139.058,111
44,1-11-(02),31.47532825,-96.88543244,700887.135,3484218.219,139.133,111
45,1-11-(03),31.47530891,-96.88537966,700885.779,3484216.172,139.08,111
46,1-11-(04),31.47526179,-96.88539499,700882.646,3484210.92,138.966,111
47,1-12-(01),31.47534717,-96.88542605,700883.997,3484220.329,139.187,112
48,1-12-(02),31.47539488,-96.88541075,700889.154,3484225.646,139.298,112
49,1-12-(03),31.47537531,-96.88535692,700887.729,3484223.575,139.203,112
50,1-12-(04),31.4753274,-96.885373,700883.92,3484218.234,139.113,112
51,1-13-(01),31.47512199,-96.8854177,700885.235,3484195.379,138.738,113
52,1-13-(02),31.47516928,-96.8854028,700890.348,3484200.649,138.845,113
53,1-13-(03),31.47514949,-96.88534943,700889.013,3484198.553,138.764,113
54,1-13-(04),31.47510315,-96.88536453,700885.78,3484193.387,138.692,113
55,1-14-(01),31.47518768,-96.88539665,700887.198,3484202.7,138.824,114
56,1-14-(02),31.4752357,-96.88538065,700892.353,3484208.054,138.924,114
57,1-14-(03),31.47521612,-96.88532683,700890.89,3484205.981,138.847,114
58,1-14-(04),31.47516864,-96.8853433,700887.785,3484200.687,138.811,114
59,1-15-(01),31.47525408,-96.88537406,700889.144,3484210.103,138.934,115
60,1-15-(02),31.47530141,-96.88535869,700894.244,3484215.379,139.044,115
61,1-15-(03),31.47528193,-96.88530545,700892.853,3484213.317,138.948,115
62,1-15-(04),31.47523515,-96.88532114,700889.724,3484208.101,138.876,115
63,1-16-(01),31.47532044,-96.88535216,700891.074,3484217.501,139.082,116
64,1-16-(02),31.4753681,-96.88533688,700896.201,3484222.813,139.151,116
65,1-16-(03),31.47534819,-96.88528337,700894.791,3484220.703,139.07,116
66,1-16-(04),31.47530101,-96.88529927,700891.018,3484215.443,138.966,116
67,1-17-(01),31.47509552,-96.8853436,700892.29,3484192.58,138.647,117
68,1-17-(02),31.47514237,-96.88532916,700897.382,3484197.8,138.739,117
69,1-17-(03),31.47512344,-96.88527599,700896.034,3484195.799,138.653,117
70,1-17-(04),31.47507659,-96.88529123,700892.851,3484190.577,138.652,117
71,1-18-(01),31.47516108,-96.88532283,700894.303,3484199.886,138.793,118
72,1-18-(02),31.47520875,-96.88530648,700899.18,3484205.202,138.798,118
73,1-18-(03),31.47519292,-96.88525551,700897.95,3484203.54,138.775,118
74,1-18-(04),31.47514914,-96.88526944,700894.827,3484198.66,138.751,118
75,1-19-(01),31.47522744,-96.88530054,700896.239,3484207.285,138.854,119
76,1-19-(02),31.47527468,-96.88528462,700901.304,3484212.551,138.943,119
77,1-19-(03),31.47525539,-96.88523175,700899.911,3484210.509,138.853,119
78,1-19-(04),31.47520794,-96.88524748,700896.767,3484205.22,138.779,119
79,1-20-(01),31.47529306,-96.88527865,700898.171,3484214.6,138.972,120
80,1-20-(02),31.47534111,-96.88526279,700903.182,3484219.956,139.065,120
81,1-20-(03),31.47532201,-96.88521049,700901.86,3484217.934,138.99,120
82,1-20-(04),31.4752738,-96.88522548,700812.056,3484212.562,138.886,120
83,2-01-(01),31.47547924,-96.88616598,700811.375,3484233.616,139.868,201
84,2-01-(02),31.47552819,-96.88617205,700816.786,3484239.032,139.975,201
85,2-01-(03),31.4755357,-96.88611493,700817.547,3484239.969,139.937,201
86,2-01-(04),31.47548641,-96.88610803,700811.078,3484234.517,139.798,201
87,2-02-(01),31.47554703,-96.88617475,700810.293,3484241.116,140.008,202
88,2-02-(02),31.47559636,-96.8861819,700815.654,3484246.572,140.125,202
89,2-02-(03),31.47560304,-96.88612533,700816.513,3484247.416,140.093,202
90,2-02-(04),31.47555416,-96.88611739,700809.959,3484242.011,139.993,202
91,2-03-(01),31.47561543,-96.88618499,700809.121,3484248.68,140.186,203
92,2-03-(02),31.47566453,-96.8861927,700814.569,3484254.11,140.327,203
93,2-03-(03),31.47567125,-96.88613522,700815.418,3484254.96,140.313,203
94,2-03-(04),31.47562258,-96.88612738,700808.825,3484249.578,140.163,203
95,2-04-(01),31.4756836,-96.88619539,700807.908,3484256.219,140.406,204
96,2-04-(02),31.47573213,-96.88620395,700813.273,3484261.584,140.625,204
97,2-04-(03),31.47574005,-96.88614731,700814.233,3484262.566,140.605,204
98,2-04-(04),31.47569071,-96.88613831,700819.59,3484257.112,140.37,204
99,2-05-(01),31.475489,-96.88608647,700818.911,3484234.844,139.793,205
100,2-05-(02),31.4755385,-96.8860925,700824.295,3484240.321,139.913,205
101,2-05-(03),31.47554549,-96.88603568,700824.997,3484241.2,139.893,205
102,2-05-(04),31.47549621,-96.88602941,700818.621,3484235.747,139.763,205
103,2-06-(01),31.47555701,-96.88609514,700817.78,3484242.368,139.972,206
104,2-06-(02),31.4756061,-96.88610289,700823.22,3484247.796,140.097,206
105,2-06-(03),31.47561315,-96.88604548,700824.011,3484248.683,140.074,206
106,2-06-(04),31.47556408,-96.88603826,700817.505,3484243.256,139.965,206
107,2-07-(01),31.47562516,-96.88610535,700816.631,3484249.905,140.16,207
108,2-07-(02),31.4756737,-96.88611346,700822.043,3484255.271,140.305,207
109,2-07-(03),31.47568097,-96.88605634,700822.92,3484256.182,140.298,207
110,2-07-(04),31.47563241,-96.8860482,700816.315,3484250.813,140.143,207
111,2-08-(01),31.47569357,-96.88611634,700815.413,3484257.469,140.41,208
112,2-08-(02),31.47574306,-96.88612472,700820.856,3484262.941,140.585,208
113,2-08-(03),31.47575033,-96.88606727,700821.738,3484263.852,140.541,208
114,2-08-(04),31.47570061,-96.88605911,700827.114,3484258.354,140.384,208
115,2-09-(01),31.475499,-96.88600706,700826.436,3484236.098,139.756,209
116,2-09-(02),31.47554785,-96.8860131,700831.869,3484241.502,139.895,209
117,2-09-(03),31.47555449,-96.88595577,700832.521,3484242.344,139.887,209
118,2-09-(04),31.47550549,-96.88595001,700826.149,3484236.922,139.724,209
119,2-10-(01),31.47556676,-96.88601569,700825.275,3484243.594,139.963,210
120,2-10-(02),31.47561577,-96.88602379,700830.684,3484249.013,140.076,210
121,2-10-(03),31.47562242,-96.88596672,700831.58,3484249.855,140.081,210
122,2-10-(04),31.47557316,-96.88595839,700825.004,3484244.409,139.941,210
123,2-11-(01),31.47563465,-96.88602622,700824.142,3484251.102,140.142,211
124,2-11-(02),31.47568412,-96.88603418,700829.589,3484256.572,140.276,211
125,2-11-(03),31.47569076,-96.8859767,700830.423,3484257.413,140.283,211
126,2-11-(04),31.47564185,-96.88596903,700823.878,3484252.005,140.114,211
