Name,Code,Latitude,Longitude,Northing,Easting,Elevation,Plot
468,6-17-sw,31.05269037,-97.35204959,3436608.054,657246.9852,165.48517,617
469,6-17-se,31.05267474,-97.35200461,3436606.385,657251.303,165.50328,617
470,6-18-ne,31.05269238,-97.3519285,3436608.449,657258.5381,165.51182,618
471,6-18-nw,31.05270752,-97.35197258,3436610.064,657254.3062,165.47766,618
472,6-18-sw,31.05266927,-97.35199022,3436605.799,657252.6852,165.51655,618
473,6-18-se,31.052654,-97.35194535,3436604.17,657256.9927,165.58196,618
474,6-19-ne,31.05267162,-97.35186926,3436606.231,657264.2249,165.57424,619
475,6-19-nw,31.05268738,-97.35191336,3436607.916,657259.9908,165.53404,619
476,6-19-sw,31.05264902,-97.35193022,3436603.64,657258.4451,165.58305,619
477,6-19-se,31.05263352,-97.35188654,3436601.983,657262.6384,165.59086,619
478,6-20-ne,31.05265114,-97.35181007,3436604.045,657269.9075,165.58028,620
479,6-20-nw,31.05266669,-97.35185435,3436605.706,657265.656,165.57495,620
480,6-20-sw,31.0526281,-97.35187142,3436601.404,657264.0904,165.6046,620
481,6-20-se,31.05261273,-97.35182692,3436599.763,657268.3631,165.61165,620
